Name,Age,Gender,Skills,Wages (INR/day),Location,Pincode,Years of Experience,Education Level,Marital Status,Number of Dependents,Work Type
Harita Bhat,59,Male,Painting,471-755,Mumbai,400001,1,Secondary,Married,6,Part-Time
Nitesh Pingle,35,Female,Domestic Help,416-701,Kolkata,700001,17,Secondary,Single,1,Seasonal
Maanav Borra,52,Female,Decorating,593-833,Mumbai,400001,9,Primary,Single,0,Seasonal
Gayathri Natarajan,50,Male,Welding,333-472,Ahmedabad,380001,4,None,Widowed,2,Seasonal
Tanay Varty,57,Female,Plastering,450-588,Delhi,110001,7,Secondary,Widowed,1,Seasonal
Reva Lanka,52,Female,Carpentry,481-707,Pune,411001,15,None,Widowed,1,Part-Time
Lakshmi Puri,33,Female,"Welding, Welding",380-589,Chennai,600001,13,Primary,Single,2,Full-Time
Janya Badal,36,Male,Welding,488-778,Kolkata,700001,7,Primary,Married,5,Full-Time
Hardik Iyengar,57,Female,"Gardening, Cooking",326-553,Lucknow,226001,6,None,Single,0,Full-Time
Yashawini Sangha,36,Male,Sewing,555-660,Kolkata,700001,5,Higher Secondary,Widowed,2,Seasonal
Qadim Palan,55,Male,Cooking,526-639,Mumbai,400001,16,Higher Secondary,Married,2,Part-Time
Finn Contractor,39,Female,Painting,415-697,Chennai,600001,5,Higher Secondary,Single,2,Seasonal
Bakhshi Singhal,29,Male,Carpentry,578-743,Pune,411001,1,Higher Secondary,Widowed,1,Part-Time
Brinda Oza,48,Male,"Tailoring, Cooking",325-544,Ahmedabad,380001,6,Secondary,Widowed,1,Part-Time
Chaaya Gera,36,Male,Painting,523-736,Ahmedabad,380001,17,Primary,Single,0,Seasonal
Udant Barad,26,Male,Masonry,438-697,Ahmedabad,380001,7,Primary,Widowed,1,Full-Time
Ekantika Dixit,45,Male,Painting,391-544,Lucknow,226001,19,Higher Secondary,Married,6,Full-Time
Jeevika Guha,25,Female,"Electrical Work, Carpentry",391-636,Jaipur,302001,5,Primary,Married,2,Seasonal
Samarth Pal,46,Male,"Painting, Plastering",348-468,Ahmedabad,380001,7,Higher Secondary,Married,6,Part-Time
Henry Wason,59,Male,Painting,567-668,Jaipur,302001,9,None,Married,6,Seasonal
Kala Dani,22,Female,Electrical Work,508-712,Ahmedabad,380001,2,Higher Secondary,Single,2,Full-Time
Abha Hans,24,Male,Domestic Help,341-457,Mumbai,400001,7,Secondary,Single,2,Full-Time
Krisha Khalsa,21,Male,Electrical Work,462-614,Kolkata,700001,2,Higher Secondary,Widowed,1,Part-Time
Anika Kamdar,31,Male,"Plastering, Decorating",337-438,Mumbai,400001,1,Secondary,Married,6,Part-Time
Chakrika Bains,38,Female,Decorating,507-717,Lucknow,226001,6,None,Single,0,Seasonal
Mitali Vaidya,56,Female,Masonry,314-526,Jaipur,302001,12,Primary,Married,2,Seasonal
Wishi Kumer,20,Female,Cooking,458-702,Bangalore,560001,1,Primary,Single,0,Full-Time
Upadhriti Mitra,21,Male,Masonry,484-739,Ahmedabad,380001,2,Secondary,Married,6,Full-Time
Neha Parikh,21,Male,Plastering,561-712,Delhi,110001,4,None,Widowed,2,Seasonal
Simon Balan,60,Male,Carpentry,390-495,Jaipur,302001,4,Higher Secondary,Single,1,Full-Time
Adya Uppal,52,Male,Masonry,538-736,Ahmedabad,380001,8,Primary,Married,3,Full-Time
Mitali Ahuja,35,Female,Tailoring,469-658,Ahmedabad,380001,5,None,Widowed,0,Part-Time
Noah Sarraf,36,Female,Sewing,570-798,Chennai,600001,12,Primary,Single,2,Seasonal
Neelima Chhabra,28,Female,"Domestic Help, Painting",502-793,Bangalore,560001,1,Secondary,Widowed,2,Part-Time
Bimala Kaul,57,Female,Decorating,546-784,Mumbai,400001,6,Higher Secondary,Widowed,0,Full-Time
Matthew Naidu,30,Female,Decorating,365-605,Lucknow,226001,1,Secondary,Married,3,Full-Time
Bhanumati Minhas,32,Male,Welding,514-635,Delhi,110001,1,Higher Secondary,Single,0,Part-Time
William Sundaram,22,Female,Masonry,479-644,Hyderabad,500001,1,None,Single,0,Seasonal
Tripti Mammen,28,Male,"Electrical Work, Gardening",596-712,Chennai,600001,8,Secondary,Widowed,2,Seasonal
Aarna Manne,33,Female,Plumbing,414-622,Mumbai,400001,16,None,Married,5,Full-Time
Vrinda Verma,44,Female,Welding,362-629,Lucknow,226001,12,Secondary,Single,2,Part-Time
Dev Basak,35,Female,Gardening,525-770,Kolkata,700001,6,Secondary,Married,5,Full-Time
Wridesh Patel,52,Male,Masonry,475-736,Delhi,110001,2,Higher Secondary,Widowed,1,Part-Time
Falguni Peri,50,Female,"Domestic Help, Plumbing",333-436,Kolkata,700001,20,None,Single,2,Full-Time
Fiyaz Acharya,50,Female,"Decorating, Plastering",443-728,Lucknow,226001,9,Secondary,Married,1,Seasonal
Siya Dhillon,42,Female,Cooking,360-565,Kolkata,700001,11,Secondary,Married,2,Part-Time
Aarnav Savant,22,Male,Domestic Help,565-855,Ahmedabad,380001,4,Higher Secondary,Single,2,Part-Time
Damini Srivastava,26,Male,"Carpentry, Painting",418-558,Pune,411001,6,None,Single,2,Part-Time
Simon Ghosh,45,Male,Electrical Work,372-613,Ahmedabad,380001,8,Higher Secondary,Married,1,Full-Time
Nikita Ganguly,24,Male,"Electrical Work, Decorating",475-767,Mumbai,400001,3,None,Married,3,Full-Time
Turvi Raja,55,Male,Electrical Work,377-487,Chennai,600001,18,None,Married,4,Seasonal
Ekbal Sawhney,21,Male,Welding,393-650,Chennai,600001,4,Secondary,Widowed,1,Full-Time
Eiravati Rattan,25,Female,Welding,367-541,Delhi,110001,5,None,Single,0,Part-Time
Mohini Kata,46,Female,"Sewing, Carpentry",313-513,Delhi,110001,14,None,Single,2,Part-Time
Yashoda Muni,30,Male,Painting,550-720,Jaipur,302001,6,None,Widowed,1,Seasonal
Bhavna Shanker,49,Male,Plastering,432-700,Bangalore,560001,14,Secondary,Married,6,Full-Time
Chanakya Natt,55,Female,"Welding, Tailoring",506-679,Mumbai,400001,7,None,Single,1,Seasonal
Arin Muni,33,Male,Electrical Work,348-612,Delhi,110001,10,None,Widowed,0,Part-Time
Guneet Shan,55,Male,Decorating,589-739,Lucknow,226001,12,Primary,Widowed,1,Full-Time
Bakhshi Ghose,41,Female,Plastering,487-731,Jaipur,302001,9,Higher Secondary,Married,6,Part-Time
Vrinda Purohit,56,Male,Decorating,514-721,Chennai,600001,4,Secondary,Married,5,Part-Time
Nitesh Kari,60,Female,Cooking,354-478,Bangalore,560001,9,Primary,Widowed,2,Full-Time
Ayush Cheema,36,Male,Electrical Work,344-552,Pune,411001,14,Higher Secondary,Single,1,Seasonal
Veda Mahajan,20,Male,Tailoring,474-736,Lucknow,226001,3,Primary,Widowed,2,Part-Time
Chandani Parsa,44,Female,Painting,536-761,Delhi,110001,11,Secondary,Widowed,2,Part-Time
Yash Srinivas,44,Male,Tailoring,561-691,Jaipur,302001,4,Primary,Single,0,Seasonal
Yauvani Ganesh,31,Female,Carpentry,383-573,Pune,411001,6,Primary,Married,5,Seasonal
Urmi Mangal,53,Male,Tailoring,497-651,Bangalore,560001,9,Primary,Widowed,2,Full-Time
Kritika Soman,35,Male,"Plumbing, Plastering",465-699,Bangalore,560001,3,Primary,Single,1,Seasonal
Pushti Garde,28,Female,"Masonry, Tailoring",555-786,Kolkata,700001,3,Primary,Married,3,Full-Time
Azaan Walia,34,Female,Plastering,304-439,Ahmedabad,380001,6,Primary,Married,4,Full-Time
Eta Prabhakar,39,Male,"Painting, Domestic Help",587-841,Mumbai,400001,3,None,Married,6,Full-Time
Wakeeta Amble,36,Female,Cooking,369-496,Pune,411001,4,None,Married,1,Full-Time
Guneet Kurian,48,Male,Masonry,320-508,Chennai,600001,4,Primary,Married,5,Part-Time
Siddharth Borde,25,Male,"Plastering, Cooking",378-585,Pune,411001,7,Primary,Single,2,Full-Time
Faqid Ray,42,Female,Carpentry,594-749,Delhi,110001,20,Higher Secondary,Single,0,Seasonal
Amaira Dey,55,Female,Cooking,318-447,Delhi,110001,9,None,Widowed,2,Seasonal
Patrick Radhakrishnan,24,Female,Sewing,424-589,Mumbai,400001,3,Primary,Married,5,Full-Time
Lipika Aggarwal,24,Male,Carpentry,355-511,Hyderabad,500001,5,None,Married,6,Full-Time
Samar Naidu,41,Male,Gardening,384-629,Ahmedabad,380001,2,Secondary,Married,6,Part-Time
Vanya Kant,19,Male,Painting,311-474,Mumbai,400001,2,None,Widowed,2,Part-Time
Gaurav Narayanan,26,Male,Decorating,430-726,Hyderabad,500001,9,Primary,Married,1,Seasonal
Yagnesh Date,57,Male,Electrical Work,437-586,Kolkata,700001,9,Secondary,Widowed,1,Full-Time
Charvi Sehgal,40,Female,Decorating,516-739,Jaipur,302001,10,None,Married,2,Full-Time
Neha Vasa,35,Male,Painting,543-657,Hyderabad,500001,7,Primary,Married,4,Part-Time
Raksha Sahota,37,Male,Painting,433-685,Bangalore,560001,18,Primary,Married,1,Seasonal
Samuel Peri,31,Female,Plumbing,331-464,Kolkata,700001,1,Secondary,Widowed,1,Full-Time
Yadavi Kara,60,Female,Domestic Help,495-654,Pune,411001,7,Primary,Widowed,2,Seasonal
Henry Palla,21,Female,Tailoring,457-601,Delhi,110001,1,Secondary,Single,0,Full-Time
Chaman Saxena,54,Male,Cooking,503-697,Bangalore,560001,19,Primary,Single,0,Seasonal
Reyansh Narang,27,Female,Electrical Work,534-807,Bangalore,560001,5,None,Widowed,1,Part-Time
Yagnesh Zachariah,38,Female,Cooking,449-628,Jaipur,302001,7,Primary,Single,1,Full-Time
Faraj Kamdar,39,Male,Masonry,468-699,Jaipur,302001,9,Primary,Married,2,Part-Time
Ekapad Mangat,18,Male,"Masonry, Electrical Work",450-714,Ahmedabad,380001,1,None,Single,2,Part-Time
Kashvi Apte,31,Male,Tailoring,324-559,Ahmedabad,380001,11,Primary,Widowed,2,Seasonal
Ucchal Chada,55,Female,Carpentry,399-639,Bangalore,560001,3,None,Single,1,Seasonal
Turvi Seth,25,Female,Electrical Work,492-696,Jaipur,302001,6,Higher Secondary,Widowed,2,Part-Time
Qadim Chaudhry,38,Female,Carpentry,473-596,Bangalore,560001,3,Higher Secondary,Married,3,Seasonal
Yashodhara Agrawal,60,Male,Masonry,320-586,Chennai,600001,16,Secondary,Widowed,2,Part-Time
Nandini Nagar,29,Female,Electrical Work,501-793,Chennai,600001,1,None,Single,0,Seasonal
Radhika Seth,30,Female,"Welding, Painting",465-676,Chennai,600001,12,Secondary,Married,1,Full-Time
Siya Sami,26,Male,"Painting, Gardening",305-574,Mumbai,400001,8,Higher Secondary,Widowed,0,Seasonal
Kashish Bhardwaj,54,Female,Cooking,353-566,Ahmedabad,380001,2,Primary,Widowed,0,Full-Time
Janya Ganesan,47,Male,Carpentry,302-484,Chennai,600001,4,None,Married,4,Part-Time
Balhaar Krishnamurthy,45,Male,Cooking,592-749,Ahmedabad,380001,18,None,Single,2,Seasonal
Hemal Saran,43,Male,Masonry,332-564,Delhi,110001,16,None,Married,2,Seasonal
Hredhaan Grover,52,Male,Welding,360-578,Hyderabad,500001,12,Secondary,Married,5,Part-Time
Ronith Talwar,59,Male,"Tailoring, Plastering",393-566,Ahmedabad,380001,19,Higher Secondary,Widowed,1,Full-Time
Darpan Choudhury,60,Male,Cooking,489-621,Pune,411001,20,Primary,Single,0,Full-Time
Unnati Thakkar,50,Female,Carpentry,420-680,Bangalore,560001,20,Higher Secondary,Married,6,Seasonal
Ganga Jhaveri,20,Male,"Domestic Help, Painting",393-618,Lucknow,226001,2,Secondary,Widowed,2,Seasonal
Chasmum Bumb,19,Female,Sewing,593-794,Chennai,600001,1,Primary,Single,2,Part-Time
Champak Behl,60,Male,Sewing,317-577,Kolkata,700001,5,None,Married,1,Seasonal
Amrita Naidu,27,Female,Gardening,359-602,Bangalore,560001,10,Higher Secondary,Widowed,0,Full-Time
Naveen Sahni,32,Male,Welding,520-666,Mumbai,400001,2,Primary,Single,2,Full-Time
Jatin Kuruvilla,35,Male,"Welding, Domestic Help",469-623,Pune,411001,2,Secondary,Married,0,Part-Time
Vanya Parsa,40,Male,Electrical Work,521-652,Kolkata,700001,19,None,Widowed,2,Full-Time
Hardik Ganesh,48,Male,Painting,543-771,Pune,411001,6,Primary,Married,1,Seasonal
Sneha Dhaliwal,47,Male,Cooking,513-724,Lucknow,226001,5,Higher Secondary,Widowed,1,Full-Time
Ekiya Swaminathan,38,Male,Gardening,585-696,Mumbai,400001,14,None,Single,1,Full-Time
Wazir Acharya,47,Male,Tailoring,411-589,Kolkata,700001,14,Higher Secondary,Single,2,Full-Time
Falguni Iyer,21,Female,"Sewing, Domestic Help",316-523,Mumbai,400001,4,Secondary,Married,6,Seasonal
Zayan Gaba,58,Female,Cooking,553-733,Ahmedabad,380001,19,Secondary,Married,0,Part-Time
Urishilla Bhatnagar,21,Female,Welding,568-814,Mumbai,400001,1,Higher Secondary,Married,2,Part-Time
Krish Suresh,28,Male,Carpentry,576-833,Mumbai,400001,11,Higher Secondary,Single,1,Full-Time
Ekiya Sachdeva,55,Female,Gardening,456-696,Chennai,600001,3,Primary,Single,0,Full-Time
Nihal Lala,45,Female,Carpentry,348-512,Jaipur,302001,2,None,Widowed,0,Full-Time
Sathvik Arya,29,Female,Masonry,593-722,Chennai,600001,5,Higher Secondary,Single,2,Seasonal
Chanakya Bail,46,Female,Domestic Help,474-607,Hyderabad,500001,4,Secondary,Single,1,Part-Time
Siya Varty,24,Female,Cooking,590-691,Pune,411001,7,Primary,Widowed,2,Seasonal
Divya Dutta,48,Female,Plastering,440-623,Ahmedabad,380001,16,Primary,Widowed,1,Seasonal
Frederick Dey,56,Male,Electrical Work,532-744,Delhi,110001,13,Higher Secondary,Single,0,Part-Time
Unni Krishna,57,Female,"Sewing, Domestic Help",401-531,Kolkata,700001,12,Secondary,Widowed,2,Full-Time
Zayan Sethi,19,Female,Tailoring,568-683,Chennai,600001,2,None,Married,3,Seasonal
Bhavini Khatri,52,Female,Electrical Work,455-608,Mumbai,400001,15,None,Married,3,Seasonal
Tanish Sanghvi,31,Male,Electrical Work,592-782,Ahmedabad,380001,5,None,Married,4,Seasonal
Indrajit Om,42,Male,Welding,372-618,Mumbai,400001,13,None,Single,1,Full-Time
Sachi Sharma,38,Female,Plastering,378-666,Hyderabad,500001,2,None,Single,0,Seasonal
Azaan Pillai,51,Male,Electrical Work,377-632,Ahmedabad,380001,6,Secondary,Married,3,Seasonal
Nandini Yogi,21,Female,Tailoring,388-570,Chennai,600001,2,Higher Secondary,Married,2,Seasonal
Maanav Kar,24,Female,Electrical Work,351-515,Mumbai,400001,7,Primary,Married,2,Seasonal
Pranit Comar,38,Male,Domestic Help,531-795,Chennai,600001,11,Secondary,Single,1,Seasonal
Siddharth Rajagopal,41,Male,"Plumbing, Gardening",475-712,Pune,411001,16,Secondary,Widowed,0,Full-Time
Pranav Purohit,54,Female,"Masonry, Domestic Help",586-687,Mumbai,400001,3,Primary,Single,2,Full-Time
Kamala Gade,25,Female,Sewing,396-640,Ahmedabad,380001,6,Higher Secondary,Married,6,Seasonal
Mason Dugar,54,Male,Plumbing,358-504,Mumbai,400001,15,Primary,Widowed,0,Full-Time
Gautam Bobal,42,Female,Sewing,305-557,Lucknow,226001,14,None,Married,5,Full-Time
Ria Mittal,24,Male,Masonry,323-514,Hyderabad,500001,1,Primary,Single,2,Seasonal
Anvi Prasad,51,Female,Sewing,434-603,Bangalore,560001,7,Secondary,Single,2,Full-Time
William Kunda,43,Male,"Masonry, Electrical Work",333-496,Mumbai,400001,17,Higher Secondary,Widowed,1,Full-Time
Dominic Keer,24,Male,Tailoring,522-641,Bangalore,560001,6,None,Single,2,Full-Time
Nimrat Mangat,43,Female,Plumbing,349-463,Chennai,600001,17,Secondary,Married,6,Full-Time
Yashawini Bhatia,48,Male,Welding,480-735,Ahmedabad,380001,1,Secondary,Married,3,Full-Time
Chakradev Jha,58,Female,"Domestic Help, Carpentry",588-697,Lucknow,226001,9,Secondary,Single,2,Part-Time
Vidhi Dash,57,Female,Tailoring,427-727,Ahmedabad,380001,18,Higher Secondary,Married,2,Part-Time
Luke Bhattacharyya,49,Male,Carpentry,379-600,Kolkata,700001,5,None,Single,1,Part-Time
Kai Pandit,24,Female,"Decorating, Cooking",543-703,Mumbai,400001,4,Higher Secondary,Married,0,Part-Time
Ikbal Kade,40,Female,Plumbing,566-679,Pune,411001,19,Higher Secondary,Widowed,1,Part-Time
Anamika Taneja,45,Female,Tailoring,437-616,Chennai,600001,13,Primary,Married,0,Seasonal
Niharika Chahal,22,Female,Decorating,376-491,Lucknow,226001,3,None,Single,0,Seasonal
Zilmil Thaker,22,Female,"Decorating, Domestic Help",511-723,Mumbai,400001,5,None,Single,1,Seasonal
Vedhika Deshmukh,40,Female,Decorating,497-672,Chennai,600001,11,Secondary,Married,3,Full-Time
Shivani Kaul,45,Female,Plastering,596-721,Hyderabad,500001,20,None,Widowed,0,Full-Time
Hardik Rana,31,Male,"Electrical Work, Sewing",357-641,Bangalore,560001,10,None,Married,1,Seasonal
Bina Wali,31,Male,Plastering,494-678,Bangalore,560001,9,Primary,Single,2,Part-Time
Warda Sibal,55,Female,Domestic Help,547-719,Jaipur,302001,19,None,Single,0,Seasonal
Anusha Barad,59,Female,"Cooking, Electrical Work",550-698,Kolkata,700001,15,Primary,Single,1,Full-Time
Kamya Tella,56,Male,Electrical Work,526-664,Jaipur,302001,3,None,Widowed,1,Seasonal
Mason Char,30,Female,Carpentry,407-510,Lucknow,226001,9,Primary,Married,0,Seasonal
Ucchal Sachdev,41,Female,Carpentry,318-563,Delhi,110001,13,Secondary,Married,4,Part-Time
Chandresh Talwar,59,Male,"Tailoring, Domestic Help",539-755,Pune,411001,2,None,Married,0,Part-Time
Fariq Chakrabarti,52,Female,Carpentry,332-482,Delhi,110001,1,Primary,Married,2,Full-Time
Omkaar Chander,47,Female,Sewing,504-748,Chennai,600001,10,None,Widowed,2,Seasonal
Leena Din,44,Female,Gardening,304-476,Mumbai,400001,4,Primary,Single,1,Full-Time
Bahadurjit Chopra,27,Female,Tailoring,560-668,Delhi,110001,8,Primary,Widowed,2,Full-Time
Vincent Johal,20,Female,Carpentry,398-647,Delhi,110001,3,Primary,Married,6,Part-Time
Jagvi Jain,25,Female,Electrical Work,539-826,Lucknow,226001,1,Primary,Married,3,Full-Time
Janya Purohit,41,Female,Plastering,364-576,Bangalore,560001,5,Higher Secondary,Single,0,Seasonal
Anika Kurian,23,Male,Cooking,389-652,Pune,411001,6,None,Single,0,Full-Time
Shivansh Om,43,Female,Electrical Work,465-698,Pune,411001,8,Primary,Widowed,0,Seasonal
Krishna Soman,25,Male,Cooking,365-658,Lucknow,226001,1,Primary,Single,0,Full-Time
Indira Master,56,Female,Painting,574-757,Delhi,110001,10,Primary,Widowed,0,Seasonal
Darika Balasubramanian,32,Male,Electrical Work,410-668,Hyderabad,500001,9,Higher Secondary,Widowed,2,Seasonal
Reva Doshi,27,Male,Tailoring,366-644,Pune,411001,7,Secondary,Widowed,0,Part-Time
Ishaan Minhas,21,Female,Masonry,551-761,Kolkata,700001,3,Higher Secondary,Single,2,Full-Time
Veer Buch,19,Male,Decorating,399-689,Kolkata,700001,1,Higher Secondary,Widowed,1,Seasonal
Yutika Bawa,35,Male,Sewing,501-614,Delhi,110001,1,Higher Secondary,Widowed,2,Full-Time
Jagdish Thaker,32,Male,Decorating,529-644,Hyderabad,500001,4,Secondary,Single,0,Seasonal
Warda Srivastava,59,Female,Tailoring,343-556,Delhi,110001,12,Higher Secondary,Single,2,Full-Time
Jyoti Hans,39,Female,Domestic Help,592-889,Delhi,110001,12,Higher Secondary,Widowed,2,Part-Time
Naksh Amble,33,Female,Masonry,462-680,Bangalore,560001,2,Primary,Single,0,Full-Time
Robert Natarajan,26,Female,Plumbing,509-614,Pune,411001,7,None,Widowed,1,Full-Time
Mohini Kalla,46,Male,"Plastering, Sewing",591-694,Hyderabad,500001,11,Higher Secondary,Single,2,Seasonal
Kamala Swamy,26,Male,Electrical Work,450-605,Bangalore,560001,3,None,Single,1,Seasonal
Aishani Singhal,27,Female,Domestic Help,309-556,Jaipur,302001,5,Primary,Single,0,Seasonal
Elijah Cheema,44,Male,Sewing,382-608,Pune,411001,8,None,Widowed,2,Seasonal
Laksh Goel,50,Female,"Gardening, Masonry",576-749,Delhi,110001,19,Primary,Widowed,0,Full-Time
Akshay Mani,57,Female,Electrical Work,326-626,Jaipur,302001,12,Primary,Widowed,2,Seasonal
Tripti Rau,60,Male,Cooking,307-579,Lucknow,226001,9,None,Married,2,Full-Time
Isaac Mallick,41,Male,Gardening,514-761,Chennai,600001,13,Primary,Married,3,Full-Time
Isha Goel,29,Male,Masonry,405-689,Pune,411001,1,Secondary,Married,2,Part-Time
Kamya Bath,30,Male,Sewing,595-727,Lucknow,226001,13,Higher Secondary,Single,0,Full-Time
Ubika Brar,38,Male,Carpentry,516-805,Chennai,600001,14,None,Single,1,Full-Time
Yamini Naik,23,Male,Carpentry,462-619,Pune,411001,5,Higher Secondary,Single,0,Part-Time
Robert Salvi,23,Female,"Carpentry, Cooking",406-702,Kolkata,700001,4,Primary,Widowed,0,Full-Time
Nandini Walia,47,Female,"Electrical Work, Masonry",501-719,Lucknow,226001,20,Primary,Widowed,2,Part-Time
Manbir Ahluwalia,31,Female,"Carpentry, Painting",382-489,Jaipur,302001,5,Secondary,Widowed,2,Part-Time
Damini Buch,33,Male,Decorating,445-677,Ahmedabad,380001,1,Higher Secondary,Single,1,Full-Time
Madhav Khosla,42,Female,Decorating,323-558,Delhi,110001,19,Primary,Single,2,Seasonal
Veer Mangal,24,Male,Tailoring,310-581,Pune,411001,7,Higher Secondary,Single,2,Full-Time
Gaurika Madan,58,Male,Electrical Work,522-807,Mumbai,400001,3,Secondary,Single,1,Full-Time
Rajeshri Agarwal,60,Female,Domestic Help,538-838,Ahmedabad,380001,6,None,Married,5,Full-Time
Onkar Varma,56,Male,Painting,341-539,Jaipur,302001,14,None,Single,0,Full-Time
Faris Dasgupta,45,Male,Gardening,476-720,Kolkata,700001,13,Primary,Widowed,0,Part-Time
Chaaya Comar,25,Male,Welding,443-681,Mumbai,400001,7,None,Single,0,Full-Time
Isha Deshmukh,27,Female,Electrical Work,315-612,Delhi,110001,9,Primary,Single,2,Seasonal
Ayushman Dhawan,28,Female,Plastering,345-644,Hyderabad,500001,6,Primary,Married,5,Seasonal
Akshay Lata,52,Female,Painting,530-830,Pune,411001,12,None,Single,0,Full-Time
Matthew Shankar,36,Male,Masonry,543-693,Delhi,110001,14,Primary,Married,2,Seasonal
Chakradev Das,44,Female,Gardening,380-575,Delhi,110001,5,Higher Secondary,Single,2,Seasonal
Anjali Buch,22,Male,Carpentry,473-705,Mumbai,400001,3,None,Single,0,Part-Time
Bahadurjit Morar,36,Male,Plastering,559-805,Delhi,110001,7,Primary,Single,1,Full-Time
Ishwar Shan,51,Female,"Domestic Help, Tailoring",512-794,Pune,411001,18,Secondary,Widowed,2,Seasonal
Ucchal Barad,21,Female,Electrical Work,538-822,Chennai,600001,2,Higher Secondary,Married,1,Part-Time
Samarth Parmer,22,Female,Tailoring,325-507,Mumbai,400001,4,Higher Secondary,Widowed,1,Full-Time
Gopal Gole,57,Female,Welding,305-522,Hyderabad,500001,18,Primary,Single,0,Part-Time
Radha Om,33,Female,Electrical Work,585-751,Lucknow,226001,13,None,Married,6,Part-Time
Janani Badami,52,Male,Plumbing,328-450,Delhi,110001,13,Higher Secondary,Single,1,Part-Time
Ikbal Vaidya,28,Female,"Sewing, Masonry",407-592,Kolkata,700001,5,None,Single,2,Full-Time
